pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
HS0554,22180141704,TIDAL 6 EBMUD,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9340495306,N375602.57831,0.006,-121.4308724889,W1212551.14096,0.003,-28.410,0.004,NAVD88 (Computed using GEOID18),3.685,0.050,2022-03-22 18:46:00+00:00,"JOA Surveys, LLC",Disk,Survey disk (other agency),Light structures (other than listed below), ,STA P 2156 45.89 H 2156 61.10 ELEV 10.05,Monuments of questionable or unknown reliability, ,S, 
HS0555,22180150949,TIDAL 1 EBMUD,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9340477000,N375602.57172,0.004,-121.4312959306,W1212552.66535,0.003,-26.894,0.004,NAVD88 (Computed using GEOID18),5.201,0.055,2022-03-22 21:30:00+00:00,"JOA Surveys, LLC",Disk,Survey disk (other agency),Light structures (other than listed below), ,STA P 2157 68.06 H 2157 83.74 ELEV 15.17,Monuments of questionable or unknown reliability, ,S, 
HS0633,20328154156,T 1124,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.7246983389,N374328.91402,0.001,-121.2520751194,W1211507.47043,0.006,-24.167,0.010,NAVD88 (Computed using GEOID18),8.030,0.057,2020-11-06 18:56:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,T 1124 1960,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0647,21095201939,M 1129,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.6662733000,N373958.58388,0.004,-121.1956547694,W1211144.35717,0.005,-21.985,0.019,NAVD88 (Computed using GEOID18),10.243,0.059,2021-04-02 14:49:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,M 1129 1961,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0664,24022175426,F 996,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5658585111,N373357.09064,0.009,-121.0665892111,W1210359.72116,0.015,-13.525,0.009,NAVD88 (Computed using GEOID18),18.717,0.060,2024-01-06 19:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,F 996 1965,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0668,24022175720,K 1130,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5223060111,N373120.30164,0.007,-121.0670923806,W1210401.53257,0.005,-16.267,0.021,NAVD88 (Computed using GEOID18),16.075,0.064,2024-01-19 19:49:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Set in top of concrete monument, ,K 1130 1961,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0677,20328153331,B 996,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.6933724500,N374136.14082,0.009,-121.2957283111,W1211744.62192,0.004,-20.952,0.011,NAVD88 (Computed using GEOID18),11.280,0.058,2020-11-06 17:34:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,B 996 1965,May hold commonly subject to ground movement, ,S,MARK AND WITNESS POST WERE FOUND BURIED 1FT BELOW GROUND SURFACE. A GUYED JUNCTION POLE NAMED 12/197 SITS IN PLACE OF POWER POLE 12/0.
HS0679,20350113415,SJ 7,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.6840123500,N374102.44446,0.003,-121.2855292111,W1211707.90516,0.006,-19.108,0.009,NAVD88 (Computed using GEOID18),13.130,0.055,2020-11-06 17:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,SJ 7 AZ MK BM 1951 SACTO DIST,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0684,21095202120,G 996,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.6305699806,N373750.05193,0.004,-121.2421373389,W1211431.69442,0.008,-13.783,0.005,NAVD88 (Computed using GEOID18),18.489,0.058,2021-04-02 15:30:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,G 996 1965,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0690,21095202245,L 996,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.5802606806,N373448.93845,0.002,-121.2061795389,W1211222.24634,0.003,-14.493,0.018,NAVD88 (Computed using GEOID18),17.817,0.064,2021-04-02 15:42:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,L 996 1965,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0712,20244165254,K 1128,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.6380951194,N373817.14243,0.001,-121.1929017694,W1211134.44637,0.005,-19.617,0.015,NAVD88 (Computed using GEOID18),12.645,0.055,2020-08-27 17:12:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,K 1128 1961,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0766,20346104440,DAVIS,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8905506500,N375325.98234,0.004,-121.1103190111,W1210637.14844,0.006,-10.940,0.001,NAVD88 (Computed using GEOID18),20.761,0.054,2020-12-08 17:13:00+00:00,Provost & Pritchard Consulting Group,Disk,Triangulation station disk,Set in top of concrete monument, ,DAVIS 1943,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0771,22172070522,J 958,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8415678694,N375029.64433,0.010,-121.1082735611,W1210629.78482,0.010,-12.661,0.025,NAVD88 (Computed using GEOID18),19.156,0.069,2022-06-16 19:11:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,J 958 1962,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS0880,25154161421,U 718,"CA,Mariposa County",NAD_83(2011),2010.0000,37.5233930500,N373124.21498,0.016,-120.2953260389,W1201743.17374,0.027,98.851,0.020,NAVD88 (Computed using GEOID18),129.192,0.067,2025-05-09 19:23:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,U 718 1943,May hold commonly subject to ground movement, ,S, 
HS1071,24346121836,X 1234,"CA,Madera County",NAD_83(2011),2010.0000,37.1268664306,N370736.71915,0.017,-120.2528082194,W1201510.10959,0.013,47.896,0.027,NAVD88 (Computed using GEOID18),80.381,0.063,2024-12-07 19:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Abutment or pier of large bridges, ,X 1234 1972,Monument will probably hold position well,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1073,20170185827,U 817,"CA,Madera County",NAD_83(2011),2010.0000,37.1159582111,N370657.44956,0.002,-120.2683082111,W1201605.90956,0.012,38.166,0.011,NAVD88 (Computed using GEOID18),70.689,0.055,2020-06-15 15:16:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Footings of small/medium structures, ,U 817 1948,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED.
HS1080,19134093706,R 817 RESET,"CA,Madera County",NAD_83(2011),2010.0000,37.0837111194,N370501.36003,0.007,-120.3062312694,W1201822.43257,0.013,30.465,0.007,NAVD88 (Computed using GEOID18),63.095,0.049,2019-05-06 15:42:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,R 817 RESET 1967,May hold commonly subject to ground movement,No magnetic material,G,FOUND IN GOOD DESCRIPTION AS DESCRIBED. MONUMENT IS IN A KNOWN SUBSIDENCE FEATURE. AVERAGED SMARTNET RTN MEASUREMENT IS WITHIN .13 FT OF OPUS SOLUTION.
HS1081,20132205823,Z 1234,"CA,Madera County",NAD_83(2011),2010.0000,37.0836950111,N370501.30204,0.004,-120.3160442111,W1201857.75916,0.005,28.477,0.024,NAVD88 (Computed using GEOID18),61.113,0.060,2020-05-08 15:56:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,Z 1234 1972,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1083,18268162908,G 158 RESET,"CA,Madera County",NAD_83(2011),2010.0000,37.0832864611,N370459.83126,0.006,-120.3220672306,W1201919.44203,0.009,26.569,0.011,NAVD88 (Computed using GEOID18),59.210,0.055,2018-09-14 17:19:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,G 158 RESET 1967,May hold commonly subject to ground movement,No magnetic material,G,"Monument is in a known subsidence area, recovered in good condition."
HS1089,20128213916,P 817 RESET,"CA,Madera County",NAD_83(2011),2010.0000,37.0832054889,N370459.53976,0.011,-120.3533677889,W1202112.12404,0.004,23.052,0.033,NAVD88 (Computed using GEOID18),55.711,0.062,2020-05-05 14:38:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,P 817 RESET 1967,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1094,20157182616,N 817 RESET,"CA,Madera County",NAD_83(2011),2010.0000,37.0836285500,N370501.06278,0.007,-120.3821568389,W1202255.76462,0.005,19.332,0.048,NAVD88 (Computed using GEOID18),52.012,0.074,2020-06-03 15:32:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,N 817 RESET 1966,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1096,18260130539,E 158 RESET,"CA,Madera County",NAD_83(2011),2010.0000,37.0836072194,N370500.98599,0.001,-120.4064950000,W1202423.38200,0.010,15.854,0.022,NAVD88 (Computed using GEOID18),48.559,0.058,2018-09-14 17:43:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,E 158 RESET 1967,May hold commonly subject to ground movement,No magnetic material,G, 
HS1105,20157183700,D 1235,"CA,Madera County",NAD_83(2011),2010.0000,37.0837634194,N370501.54831,0.008,-120.4678194694,W1202804.15009,0.006,8.522,0.017,NAVD88 (Computed using GEOID18),41.297,0.059,2020-06-03 15:40:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,D 1235 1972,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1113,20170191049,FLANAGAN 2,"CA,Merced County",NAD_83(2011),2010.0000,37.0834621194,N370500.46363,0.005,-120.4930107000,W1202934.83852,0.005,4.207,0.003,NAVD88 (Computed using GEOID18),37.015,0.051,2020-06-15 15:34:00+00:00,Provost & Pritchard Consulting Group,Disk,Triangulation station disk,Set in top of concrete monument, ,FLANAGAN 2 1966,May hold commonly subject to ground movement,No magnetic material,S,FOUND AS PREVIOUSLY DESCRIBED
HS1120,24346161811,R 562,"CA,Madera County",NAD_83(2011),2010.0000,37.0345358500,N370204.32906,0.003,-120.4734994194,W1202824.59791,0.005,4.403,0.040,NAVD88 (Computed using GEOID18),37.343,0.074,2024-12-09 21:57:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,R 562 1957,May hold commonly subject to ground movement, ,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1166,22062152703,C 938,"CA,Merced County",NAD_83(2011),2010.0000,37.2212138889,N371316.37000,0.004,-120.3753580111,W1202231.28884,0.002,27.460,0.022,NAVD88 (Computed using GEOID18),59.625,0.054,2022-02-28 17:17:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,C 938 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1168,24346120647,F 85,"CA,Merced County",NAD_83(2011),2010.0000,37.2059894889,N371221.56216,0.004,-120.3563982111,W1202123.03356,0.007,29.576,0.017,NAVD88 (Computed using GEOID18),61.799,0.047,2024-12-06 23:39:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,F 85 1930 204.517,May hold commonly subject to ground movement, ,S,MARK SITS IN A KNOWN SUBSIDENCE FEATURE IN CALIFORNIA'S CENTRAL VALLEY. GROUNDWATER OVERDRAFT AND SEASONAL FLUCTUATIONS HAS A LOW TO MINIMAL EFFECT ON THIS MARK COMAPRATIVELY. MARKS PEDESTAL HAS BEEN DAMAGED BUT MARK REMAINS SOLID IN PLACE.
HS1177,22157170206,HWY 99 STA C 901+92,"CA,Madera County",NAD_83(2011),2010.0000,37.1517062000,N370906.14232,0.007,-120.2893109000,W1201721.51924,0.010,38.723,0.009,NAVD88 (Computed using GEOID18),71.138,0.050,2021-06-24 14:31:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, , ,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED. MARK'S OTRHO FOUND WITHIN .1FT OF AVERAGED SHOTS FROM SMARTNET RTN.
HS1182,24346121343,K 85,"CA,Madera County",NAD_83(2011),2010.0000,37.1255527500,N370731.98990,0.015,-120.2578633889,W1201528.30820,0.007,40.274,0.028,NAVD88 (Computed using GEOID18),72.764,0.064,2024-12-07 19:40:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,K 85 1930 241.381,May hold commonly subject to ground movement, ,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1194,24346121659,249.835,"CA,Madera County",NAD_83(2011),2010.0000,37.0562600306,N370322.53611,0.009,-120.1731613611,W1201023.38090,0.008,43.417,0.017,NAVD88 (Computed using GEOID18),76.019,0.056,2024-12-07 22:01:00+00:00,Provost & Pritchard Consulting Group,Other,Pipe cap,Set into or on top of metal pipe driven into ground, ,249.835 BB 1901,Monuments of questionable or unknown reliability,Marker is a steel pipe,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1234,21116182348,S 941,"CA,Merced County",NAD_83(2011),2010.0000,37.3613036500,N372140.69314,0.006,-120.4328330500,W1202558.19898,0.009,39.284,0.004,NAVD88 (Computed using GEOID18),70.831,0.055,2021-04-23 16:50:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,S 941 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1239,21119115603,Q 941,"CA,Merced County",NAD_83(2011),2010.0000,37.3322332000,N371956.03952,0.003,-120.4145266000,W1202452.29576,0.011,28.145,0.008,NAVD88 (Computed using GEOID18),59.817,0.055,2021-04-27 15:26:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,Q 941 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1287,20130135528,M 938,"CA,Merced County",NAD_83(2011),2010.0000,37.1348256000,N370805.37216,0.025,-120.4922530806,W1202932.11109,0.026,7.715,0.076,NAVD88 (Computed using GEOID18),40.342,0.106,2020-05-07 16:10:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,M 938 1958,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1291,19134093640,NIDO,"CA,Merced County",NAD_83(2011),2010.0000,37.1800358111,N371048.12892,0.009,-120.4916814194,W1202930.05311,0.016,7.600,0.026,NAVD88 (Computed using GEOID18),40.057,0.057,2019-05-02 15:33:00+00:00,Provost & Pritchard Consulting Group,Disk,Triangulation station disk,Set in top of concrete monument, ,NIDO 1943,May hold commonly subject to ground movement, ,S,"FOUND IN GOOD CONDITION AS DESCRIBED, MONUMENT SITS 1.8 FEET BGS WITH NO MAGNETIC MATERIAL. MONUMENT SITS IN A SUBSIDENCE FEATURE. AVERAGED SMARTNET RTN MEASUREMENT IS WITHIN .03 FEET OF OPUS SOLUTION."
HS1320,24346121007,B 937,"CA,Madera County",NAD_83(2011),2010.0000,37.0183698611,N370106.13150,0.011,-120.3105705611,W1201838.05402,0.008,20.319,0.020,NAVD88 (Computed using GEOID18),53.110,0.062,2024-12-07 18:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,B 937 1958,May hold commonly subject to ground movement, ,S,MARK SITS IN A KNOWN SUBSIDENCE FEATURE IN CALIFORNIA'S CENTRAL VALLEY. GROUNDWATER OVERDRAFT AND SEASONAL FLUCTUATIONS HAVE AN IMPACT ON THIS MARK.
HS1332,24348125820,M 985,"CA,Madera County",NAD_83(2011),2010.0000,37.0215053111,N370117.41912,0.004,-120.4345054111,W1202604.21948,0.002,8.855,0.022,NAVD88 (Computed using GEOID18),41.782,0.054,2024-12-09 23:58:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,M 985 ELEV. 146.05,May hold commonly subject to ground movement,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1336,24348125254,J 985,"CA,Madera County",NAD_83(2011),2010.0000,37.0327549889,N370157.91796,0.006,-120.4734284611,W1202824.34246,0.005,4.502,0.031,NAVD88 (Computed using GEOID18),37.447,0.066,2024-12-09 21:50:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,J 985 1964 EL142.68,Monument will probably hold position well,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1337,24348125541,K 985,"CA,Madera County",NAD_83(2011),2010.0000,37.0319534806,N370155.03253,0.006,-120.4735913000,W1202824.92868,0.003,6.393,0.029,NAVD88 (Computed using GEOID18),39.341,0.065,2024-12-09 21:44:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,K 985 ELEV 134.33,May hold commonly subject to ground movement,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1338,24346161209,R 985,"CA,Madera County",NAD_83(2011),2010.0000,37.0377526694,N370215.90961,0.008,-120.4808997111,W1202851.23896,0.003,2.899,0.022,NAVD88 (Computed using GEOID18),35.839,0.061,2024-12-09 22:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,R 985 13134,May hold commonly subject to ground movement, ,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1339,24348125704,S 985,"CA,Madera County",NAD_83(2011),2010.0000,37.0400830194,N370224.29887,0.009,-120.4826965500,W1202857.70758,0.007,3.372,0.016,NAVD88 (Computed using GEOID18),36.307,0.058,2024-12-09 22:13:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,S 985 ELEV 132.96,May hold commonly subject to ground movement,No magnetic material,S,MARK IS FOUND IN A KNOWN SUBSIDENCE FEATURE. GROUNDWATER OVERDRAFT WILL HAVE AN IMPACT ON THIS MARK.
HS1412,20154173820,828,"CA,Merced County",NAD_83(2011),2010.0000,37.0499190694,N370259.70865,0.006,-120.6391065611,W1203820.78362,0.023,0.621,0.022,NAVD88 (Computed using GEOID18),33.772,0.057,2020-05-29 16:15:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,828,May hold commonly subject to ground movement,No magnetic material,G,FOUND IN GOOD CONDITION AS DESCRIBED
HS1424,20157183826,J 1235,"CA,Merced County",NAD_83(2011),2010.0000,37.0517256194,N370306.21223,0.006,-120.5726312889,W1203421.47264,0.003,1.185,0.023,NAVD88 (Computed using GEOID18),34.224,0.055,2020-06-03 15:52:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,J 1235 1972,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1435,20125142359,F 982,"CA,Merced County",NAD_83(2011),2010.0000,37.0767580194,N370436.32887,0.005,-120.5104207111,W1203037.51456,0.001,2.763,0.019,NAVD88 (Computed using GEOID18),35.619,0.055,2020-05-01 15:12:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,F 982 1964,May hold commonly subject to ground movement,No magnetic material,G,FOUND IN GOOD CONDITION AS DESCRIBED
HS1633,24344142752,93,"CA,Merced County",NAD_83(2011),2010.0000,37.2299392194,N371347.78119,0.012,-120.7061991194,W1204222.31683,0.001,-4.300,0.024,NAVD88 (Computed using GEOID18),28.316,0.060,2024-12-03 20:57:00+00:00,Provost & Pritchard Consulting Group,Other,Pipe cap,Set into or on top of metal pipe driven into ground, ,93 1913,Monuments of questionable or unknown reliability,Marker is a steel pipe,S,Mark is located in an area with moderate to light seasonal subsidence and rebound
HS1634,24344142600,CRANE RM 2,"CA,Merced County",NAD_83(2011),2010.0000,37.2299213000,N371347.71668,0.007,-120.7060264000,W1204221.69504,0.006,-4.399,0.027,NAVD88 (Computed using GEOID18),28.217,0.061,2024-12-03 20:49:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Set in top of concrete monument, ,CRANE NO 2 1943,May hold commonly subject to ground movement, ,S,Mark is located in an area with moderate to light seasonal subsidence and rebound
HS1636,24344142355,CRANE RM 1,"CA,Merced County",NAD_83(2011),2010.0000,37.2296891194,N371346.88083,0.009,-120.7053266889,W1204219.17608,0.000,-4.313,0.024,NAVD88 (Computed using GEOID18),28.303,0.059,2024-12-03 21:34:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Set in top of concrete monument, ,CRANE NO 1 1943,May hold commonly subject to ground movement, ,S,Mark is located in an area with moderate to light seasonal subsidence and rebound
HS1637,24344142923,R 565,"CA,Merced County",NAD_83(2011),2010.0000,37.2300300806,N371348.10829,0.008,-120.6885544306,W1204118.79595,0.002,-3.488,0.011,NAVD88 (Computed using GEOID18),29.097,0.057,2024-12-03 23:36:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,R 565 1957,May hold commonly subject to ground movement, ,S,Mark is located in an area with moderate to light seasonal subsidence and rebound
HS1638,24344141727,G 564,"CA,Merced County",NAD_83(2011),2010.0000,37.2299273806,N371347.73857,0.011,-120.6720264111,W1204019.29508,0.002,-2.423,0.021,NAVD88 (Computed using GEOID18),30.133,0.061,2024-12-03 19:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,G 564 1957 80 D,Monument will probably hold position well,Marker is a steel rod,S,Mark is located in an area with moderate to light seasonal subsidence and rebound. The top of disk now protrudes above the collar.
HS1639,24344141409,Q 565,"CA,Merced County",NAD_83(2011),2010.0000,37.2299153694,N371347.69533,0.014,-120.6706358389,W1204014.28902,0.010,-2.420,0.012,NAVD88 (Computed using GEOID18),30.134,0.058,2024-12-03 19:11:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,Q 565 1957,May hold commonly subject to ground movement, ,S,Mark is located in an area with moderate to light seasonal subsidence and rebound
HS1732,20253135617,244 TID,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4546518306,N372716.74659,0.007,-120.9582003889,W1205729.52140,0.006,-10.766,0.018,NAVD88 (Computed using GEOID18),21.570,0.059,2020-08-28 16:50:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,TID 244 68.57,Monument will probably hold position well, ,S,FOUND AS DESCRIBED ALTHOUGH 68.57 HAS BEEN FILED OFF.
HS1741,21351115723,D 942,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4925641889,N372933.23108,0.004,-120.8308061111,W1204950.90200,0.004,1.716,0.002,NAVD88 (Computed using GEOID18),33.686,0.055,2021-12-15 17:28:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,D 942 1958,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1742,21351120010,E 942,"CA,Stanislaus County",NAD_83(2011),2010.0000,37.4925704889,N372933.25376,0.007,-120.8169365500,W1204900.97158,0.004,3.070,0.005,NAVD88 (Computed using GEOID18),35.003,0.055,2021-12-15 17:41:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,E 942 1958,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1747,25230151840,J 942,"CA,Merced County",NAD_83(2011),2010.0000,37.4919246111,N372930.92860,0.000,-120.7215245000,W1204317.48820,0.004,16.051,0.008,NAVD88 (Computed using GEOID18),47.698,0.061,2025-08-05 21:50:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Massive structures (other than listed below), ,J 942 1958,Monument will probably hold position well, ,S,mark is in a known subsidence feature in California's Central Valley. Mark will be impacted by groundwater overdraft and compaction of aquifers
HS1795,21179143730,T 939,"CA,Merced County",NAD_83(2011),2010.0000,37.3027598500,N371809.93546,0.004,-120.5376655889,W1203215.59612,0.009,15.354,0.027,NAVD88 (Computed using GEOID18),47.339,0.059,2021-06-23 15:18:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,T 939 1958,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1894,21180123854,T 987 CADWR,"CA,Merced County",NAD_83(2011),2010.0000,37.1861148500,N371110.01346,0.009,-120.6587102000,W1203931.35672,0.017,0.456,0.007,NAVD88 (Computed using GEOID18),33.167,0.050,2021-06-23 16:05:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,T 987 9770-172,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1900,23250063947,C 988 CADWR,"CA,Merced County",NAD_83(2011),2010.0000,37.2019472000,N371207.00992,0.015,-120.6948372500,W1204141.41410,0.029,-0.871,0.022,NAVD88 (Computed using GEOID18),31.839,0.059,2023-09-02 19:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,C 988 64-10503,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
HS1919,20244161200,FREMONT,"CA,Merced County",NAD_83(2011),2010.0000,37.3106479694,N371838.33269,0.010,-120.9278939889,W1205540.41836,0.003,-10.391,0.006,NAVD88 (Computed using GEOID18),22.308,0.056,2020-08-26 14:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Triangulation station disk,Set in top of concrete monument, ,FREMONT 1943,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
